Data,Link,Título,Data Detalhada,Conteúdo Detalhado
"3 Sep 2021,Updated Energy Efficiency Descriptors for Central Air Conditioning Units approved by FTC,United States,Climate Change,Consumer; Airconditioners,
                                                    Federal Trade Commission
                                                ,",https://www.globaldata.com/esg/regulatorysummary/updated-energy-efficiency-descriptors-for-central-air-conditioning-units-approved-by-ftc,Updated Energy Efficiency Descriptors for Central Air Conditioning Units approved by FTC,"Friday, 08 October 2021","The Federal Trade Commission has approved a Federal Register notice (FRN) announcing final changes to the Energy Labeling Rule (Rule). The changes bring the comparability ranges and sample labels for central air conditioning (AC) units up to date. The Energy Policy and Conservation Act of 1979 required energy labelling for major home appliances and other consumer products to help consumers compare the energy usage and costs of competing models. Manufacturers are required  to attach yellow EnergyGuide labels to many of the products covered by the Rule, and retailers are prohibited from removing or altering these labels. "
"2 Sep 2021,Carbon Neutrality Act Passed by National Assembly Heralding Economic and Social Transition Towards 2050 Carbon Neutrality in Korea,South Korea,Carbon Emissions,Chemicals; Mining; Construction,
                                                    Ministry of Environment (South Korea)
                                                ,",https://www.globaldata.com/esg/regulatorysummary/carbon-neutrality-act-passed-by-national-assembly-heralding-economic-and-social-transition-towards-2050-carbon-neutrality-in-korea,Carbon Neutrality Act Passed by National Assembly Heralding Economic and Social Transition Towards 2050 Carbon Neutrality in Korea,"Tuesday, 28 September 2021","The National Assembly of Korea passed the Framework Act on Carbon Neutrality and Green Growth (or ""Carbon Neutrality Act""), the legal foundation for addressing the climate crisis and achieving carbon neutrality by 2050. In its Long-term Low Emission Development Strategy (LEDS) submitted to the UN in December 2020, Korea announced its vision for 2050 carbon neutrality. The Carbon Neutrality Act establishes legal procedures and policy instruments to help the country achieve its vision. The Carbon Neutrality Act will serve as the foundation for Korea's carbon-neutral policies over the next 30 years, and a mid-to-long-term greenhouse gas emission reduction target will be established."
"2 Sep 2021,Court rules out use of The Energy Charter Treaty in intra-EU disputes.,Europe,Climate Change,,
                                                    
                                                ,",https://www.globaldata.com/esg/regulatorysummary/court-rules-out-use-of-the-energy-charter-treaty-in-intra-eu-disputes,Court rules out use of The Energy Charter Treaty in intra-EU disputes.,"Thursday, 16 September 2021",The Court of Justice of the European Union ruled out using The Energy Charter Treaty in Intra EU-disputes.The treaty used by polluting energy companies to claim compensation from governments who thwart their investments was ruled incompatible with EU law  and undermining the role of EU courts.
"2 Sep 2021,Federal Network Agency supports decision of the European Court of Justice in energy matters,Germany,Climate Change,,
                                                    Bundesnetzagentur
                                                ,",https://www.globaldata.com/esg/regulatorysummary/federal-network-agency-supports-decision-of-the-european-court-of-justice-in-energy-matters,Federal Network Agency supports decision of the European Court of Justice in energy matters,"Thursday, 07 October 2021",The Federal Network Agency takes note of the decision of the European Court of Justice on the independence and competence of the regulatory authorities as well as on the implementation of unbundling requirements in the energy sector.The European Court of Justice has ruled that directives in the field of energy law have not been correctly transposed into national law. The European Court of Justice demands that measures be taken to further strengthen the independence of the regulatory authorities and their decision-making powers in the field of energy regulation.
"2 Sep 2021,Australia makes regulatory changes aimed to improve passenger safety on domestic commercial vessels.,Australia,Health and Safety,Transportation; Infrastructure and Logistics,
                                                    Australian Maritime Safety Authority
                                                ,",https://www.globaldata.com/esg/regulatorysummary/australia-makes-regulatory-changes-aimed-to-improve-passenger-safety-on-domestic-commercial-vessels,Australia makes regulatory changes aimed to improve passenger safety on domestic commercial vessels.,"Wednesday, 29 September 2021","Australia implements regulatory changes aimed at increasing passenger safety on domestic commercial vessels. This includes a procedure in the safety management system to ensure that passengers are monitored and accounted for while on board. The procedure must enable the master to determine how many passengers are on board at any time, as well as an emergency procedure in the safety management system for dealing with a missing passenger."
"2 Sep 2021,USDA Seeks public input on the Labeling of Meat and Poultry Products Derived from Animal Cells,United States,Environment; Meat & Seafood Alternatives,Agriculture & Forestry,
                                                    U.S. Department of Agriculture
                                                ,",https://www.globaldata.com/esg/regulatorysummary/usda-seeks-public-input-on-the-labeling-of-meat-and-poultry-products-derived-from-animal-cells,USDA Seeks public input on the Labeling of Meat and Poultry Products Derived from Animal Cells,"Wednesday, 13 October 2021",The Food Safety and Inspection Service (FSIS) of the United States Department of Agriculture (USDA) issued an advance notice of proposed rulemaking (ANPR) to solicit comments and information on the labelling of meat and poultry products made with cultured cells derived from animals under FSIS jurisdiction. These comments will be used by FSIS to inform future regulatory requirements for the labelling of such food products.This ANPR is an important step forward in ensuring the appropriate labeling of meat and poultry products made using animal cell culture technology
"2 Sep 2021,Italy approves decree to strengthen prevention and fight against forest fires,Italy,Natural Resources; Climate Change; Environment; Sustainable Forestry,Agriculture & Forestry,
                                                    Ministry of Agricultural, Food and Forestry Policies
                                                ,",https://www.globaldata.com/esg/regulatorysummary/italy-approves-decree-to-strengthen-prevention-and-fight-against-forest-fires,Italy approves decree to strengthen prevention and fight against forest fires,"Thursday, 11 November 2021","Ministry of Agricultural, Food and Forestry Policies, Italy approved a decree law  with the goal of increasing forest fire prevention efforts and improving active firefighting capabilities.The fire prevention and financial resources has been overhauled to improve the operational capability of state components participating in firefighting, with special provisions for infrastructure on smaller islands and in the inland area."
"2 Sep 2021,Court rules out use of Energy Charter Treaty in intra-EU disputes,Europe,Climate Change,Energy Infrastructure,
                                                    
                                                ,",https://www.globaldata.com/esg/regulatorysummary/court-rules-out-use-of-energy-charter-treaty-in-intra-eu-disputes,Court rules out use of Energy Charter Treaty in intra-EU disputes,"Thursday, 16 December 2021",Court of Justice of the European Union ruled out the use of The Energy Charter Treaty in lawsuits between EU Countries.The international treaty used by polluting energy companies to claim compensation from governments who thwart their investments was ruled incompatible with EU law and  undermining the role of EU courts.
"1 Sep 2021,Smart eID law came into force in Germany,Germany,Human Rights,,
                                                    Ministry of Interior, Building and Community, Germany
                                                ,",https://www.globaldata.com/esg/regulatorysummary/smart-eid-law-came-into-force-in-germany,Smart eID law came into force in Germany,"Friday, 01 October 2021","The Federal Council approved the Smart eID law, which provides the legal basis for the use of the online identification function - the Smart eID. Citizens can use Smart eID to save their online ID directly to their smartphones. When the data from the ID card chip is transferred, the ID card only needs to be held to the smartphone once more. Digital identification is completed in a matter of seconds without the use of an ID card."
"1 Sep 2021,New energy labeling for lighting sources comes into force in Spain,Spain,Carbon Emissions,Consumer; Home Electronics & Appliances,
                                                    Ministry of Ecological Transition and Demographic Challenge, Spain
                                                ,",https://www.globaldata.com/esg/regulatorysummary/new-energy-labeling-for-lighting-sources-comes-into-force-in-spain,New energy labeling for lighting sources comes into force in Spain,"Monday, 03 January 2022","The Ministry for the Ecological Transition and Demographic Challenge has approved the European Commission's amended energy labelling of lighting sources (mostly light bulbs and lamps) in order to adjust the energy efficiency categorization to new test techniques on device consumption.Improving energy efficiency is one of the pillars of the transition to a low-emission economy.The new electrical product labelling eliminates the energy classes A +, A ++, and A +++, replacing them with a categorization scale ranging from A to G, with A indicating the lowest consumption and maximum energy efficiency and G indicating the highest consumption and lowest energy efficiency. As a result, the label will have seven distinct classes."
"1 Sep 2021,Stronger biosecurity measures to manage the risks associated with Brown marmorated stink bug (BMSB),Australia,Biodiversity,Agriculture & Forestry,
                                                    Department of Agriculture, Water and the Environment
                                                ,",https://www.globaldata.com/esg/regulatorysummary/stronger-biosecurity-measures-to-manage-the-risks-associated-with-brown-marmorated-stink-bug-bmsb,Stronger biosecurity measures to manage the risks associated with Brown marmorated stink bug (BMSB),"Friday, 01 October 2021","Stronger biosecurity measures to manage the risks associated with Brown marmorated stink bug (BMSB) in Australia. The 2021-22 BMSB risk season seasonal measures would apply to targeted goods manufactured in, or shipped from target risk countries. They also apply to vessels that berth at, load or tranship from target risk countries."
"31 Aug 2021,BMI Signs digitization collective agreement,Germany,Human Rights,Consumer; Aerospace and Defence; Travel and Tourism; Agriculture & Forestry; Government and Non-Profit Organisations; Transportation; Infrastructure and Logistics; Chemicals; Packaging; Industrial Goods & Machinery; Mining; Technology; Media and Telecom; Automotive; Business and Consumer Services; Financial Services; Healthcare; Sport; Construction,
                                                    Ministry of Interior, Building and Community, Germany
                                                ,",https://www.globaldata.com/esg/regulatorysummary/bmi-signs-digitization-collective-agreement,BMI Signs digitization collective agreement,"Wednesday, 29 September 2021","The Federal Ministry of the Interior, Building and Home Affairs, signed Germany's first digitization collective agreement in the public sector, which will apply to approximately 126,000 federal administration collective bargaining employees. The agreement secures the employees' jobs in the future and provides the stability that the public sector requires to carry out its responsibilities."
"30 Aug 2021,Service Proposes to List Dolphin and Union Caribou as Threatened Under the Endangered Species Act,United States,Biodiversity,Agriculture & Forestry,
                                                    U.S. Fish and Wildlife Service
                                                ,",https://www.globaldata.com/esg/regulatorysummary/service-proposes-to-list-dolphin-and-union-caribou-as-threatened-under-the-endangered-species-act,Service Proposes to List Dolphin and Union Caribou as Threatened Under the Endangered Species Act,"Thursday, 16 December 2021","After conducting a thorough species status review, the U.S. Fish and Wildlife Service has determined that the Peary caribou, the northernmost subspecies of caribou, does not warrant listing under the Endangered Species Act (ESA). However, the Dolphin and Union caribou, which is endemic to Victoria Island and the Canadian mainland, may warrant federal protection. Therefore, the Service is proposing to list the Dolphin and Union caribou as threatened under the ESA."
"29 Aug 2021,Mexico updated NOM 001 standard on wastewater discharges,Mexico,Pollution,Consumer; Aerospace and Defence; Travel and Tourism; Agriculture & Forestry; Government and Non-Profit Organisations; Transportation; Infrastructure and Logistics; Chemicals; Packaging; Industrial Goods & Machinery; Mining; Technology; Media and Telecom; Automotive; Business and Consumer Services; Financial Services; Healthcare; Sport; Construction,
                                                    Ministry of Environment and Natural Resources (Mexico)
                                                ,",https://www.globaldata.com/esg/regulatorysummary/mexico-updated-nom-001-standard-on-wastewater-discharges,Mexico updated NOM 001 standard on wastewater discharges,"Monday, 10 January 2022","Official Mexican Standard NOM-001-SEMARNAT -2021 was adopted by the Ministry of Environment and Natural Resources, which sets the allowed limits of contaminants in wastewater discharges in receiving bodies held by the nation.The new standard replaces a 1996 standard that had not been updated in 25 years, despite the fact that the Maximum Permissible Limits (MPL) and defined parameters had proven insufficient to control contamination in water bodies.The main modifications of NOM-001 refer to the parameters of true color, temperature, chemical oxygen demand and toxicity."
"24 Aug 2021,Endangered Species Act Protection proposed for the Amur Sturgeon by U.S. Fish and Wildlife Service,United States,Endangered Species Protection,Agriculture & Forestry,
                                                    U.S. Fish and Wildlife Service
                                                ,",https://www.globaldata.com/esg/regulatorysummary/endangered-species-act-protection-proposed-for-the-amur-sturgeon-by-us-fish-and-wildlife-service,Endangered Species Act Protection proposed for the Amur Sturgeon by U.S. Fish and Wildlife Service,"Thursday, 14 October 2021","The US Fish and Wildlife Service has determined that the Amur sturgeon, a large freshwater fish native to Russia and China's Amur River basin, deserves to be listed as an endangered species under the Endangered Species Act (ESA). Intensive fishing to meet demand for caviar (unfertilized sturgeon eggs), meat consumption, and dam construction have all contributed to the species' extinction across its range. Much of the species' former range has been lost, and only a few adult sturgeon of breeding age remain in the wild. As a result, the agency is proposing that it be designated as an endangered species."
"24 Aug 2021,Import Requirements for Citrus from Australia amended by APHIS,United States,Biodiversity,Agriculture & Forestry,
                                                    U.S. Department of Agriculture
                                                ,",https://www.globaldata.com/esg/regulatorysummary/import-requirements-for-citrus-from-australia-amended-by-aphis,Import Requirements for Citrus from Australia amended by APHIS,"Tuesday, 19 October 2021","The Animal and Plant Health Inspection Service (APHIS) revised the entry requirements for citrus fruit from the Riverina and Sunraysia Districts in Australia . This revision is required because the Riverina and Sunraysia no longer meet the requirements for Queensland fruit fly (Bactrocera tryoni or QFF) free areas. When originating in regulated areas for QFF, such as the Districts of Riverina and Sunraysia, APHIS now requires in transit cold treatment for the aforementioned citrus varieties.  APHIS will require treatment of citrus prior to entering the United States"
"17 Aug 2021,Import Requirements for Fresh Fig Fruit from Mexico amended by APHIS,Mexico; United States,Biodiversity,Agriculture & Forestry,
                                                    U.S. Department of Agriculture
                                                ,",https://www.globaldata.com/esg/regulatorysummary/import-requirements-for-fresh-fig-fruit-from-mexico-amended-by-aphis,Import Requirements for Fresh Fig Fruit from Mexico amended by APHIS,"Tuesday, 19 October 2021","To prevent the introduction of the black fig fly (Silba adipata McAlpine) into the United States, the Animal and Plant Health Inspection Service (APHIS) is imposing restrictions on all commercial consignments of fresh fig fruits (Ficus carica) imported into the country from Mexico. APHIS is taking this action in response to BFF detections in figs in the Mexican states of Baja California Sur, Hidalgo, Jalisco, Michoacán, Morelos, and Puebla."
"2 Aug 2021,BaFin starts consultation on Guidelines on sustainable investment funds,Germany,,Financial Services,
                                                    BaFin
                                                ,",https://www.globaldata.com/esg/regulatorysummary/bafin-starts-consultation-on-guidelines-on-sustainable-investment-funds,BaFin starts consultation on Guidelines on sustainable investment funds,"Thursday, 16 September 2021",The Federal Financial Supervisory Authority (BaFin) released a draft of its Guidelines on Sustainable Investment Funds. The draftt establishes requirements that asset management firms will be required to meet in the future when establishing retail investment funds labelled as sustainable or explicitly marketed as sustainable.
"1 Aug 2021,South Korea amends Import Permit for Aquatic Animal Pathogenic Agents to enhance the safety control,South Korea,Biodiversity,Agriculture & Forestry,
                                                    Ministry of Oceans and Fisheries
                                                ,",https://www.globaldata.com/esg/regulatorysummary/south-korea-amends-import-permit-for-aquatic-animal-pathogenic-agents-to-enhance-the-safety-control,South Korea amends Import Permit for Aquatic Animal Pathogenic Agents to enhance the safety control,"Friday, 03 December 2021","To improve the safety control for imported aquatic animal pathogenic agents, the Ministry of Oceans and Fisheries and the National Fishery Products Quality Management Service announced that the Public Notice on Aquatic Animal Pathogenic Agents Import Permit has been amended. The amended notice states guidelines on packaging, impprting as well disposal of the pathogens and reporting to authorities."
"30 Jul 2021,ARENA introduced new regulations to support priority low emission technologies,Australia,Climate Change,Power Generation,
                                                    Australian Renewable Energy Agency
                                                ,",https://www.globaldata.com/esg/regulatorysummary/arena-introduced-new-regulations-to-support-priority-low-emission-technologies,ARENA introduced new regulations to support priority low emission technologies,"Wednesday, 06 October 2021","The Australian Government has enacted new legislation that will allow the Australian Renewable Energy Agency (ARENA) to support the next generation of energy technologies. The regulations will ensure that ARENA can carry out the targeted programmes outlined in the Federal Budget for 2020-21. (Programs). ARENA will also be able to support priority low emission technologies identified in the first Low Emissions Technology Statement, such as clean hydrogen, energy storage, low emissions aluminium and steel, carbon capture and storage, and soil carbon, under the regulations."
"27 Jul 2021,Decree for management of poultry farms to improve environmental conditions and animal health approved in Spain,Spain,Farm Animal Welfare; Environment,Agriculture & Forestry,
                                                    Ministry of Agriculture , Fisheries and Rural Development
                                                ,",https://www.globaldata.com/esg/regulatorysummary/decree-for-management-of-poultry-farms-to-improve-environmental-conditions-and-animal-health-approved-in-spain,Decree for management of poultry farms to improve environmental conditions and animal health approved in Spain,"Wednesday, 05 January 2022","A new royal decree has been adopted that establishes basic criteria for the administration of chicken farms, implying an improvement in animal and environmental health. This is a comprehensive evaluation of the current meat poultry laws, which date back to 2005, as well as the absorption of the laying poultry sector, which previously had no management standard. The primary novelties in the standard are organised around two key areas: reinforcing animal health and biosecurity regulations on farms in order to maintain an adequate health condition in them, and implementing environmental obligations. environment, which is concerned with the preservation of water, air, and soils, as well as the fight against climate change."
"26 Jul 2021,Revised policy on developmental and exploratory fishing in Australia,Australia,Marine Biodiversity,Agriculture & Forestry,
                                                    The Australian Fisheries Management Authority
                                                ,",https://www.globaldata.com/esg/regulatorysummary/revised-policy-on-developmental-and-exploratory-fishing-in-australia,Revised policy on developmental and exploratory fishing in Australia,"Tuesday, 26 October 2021","The Australian Fisheries Management Authority (AFMA) recently reviewed Fisheries Management Paper (FMP) 5, the policy that outlines the arrangements around developmental and exploratory fishing.  In consultation with stakeholders the review led to a revision of the policy that is now complete FMP 5: Developmental Fisheries Policy. The revised policy outlines the rights and obligations of fishers wanting to explore and develop new, unallocated or unexploited stocks or species. The policy also provides clarity for fishers on the process AFMA will follow in assessing whether a new fishery can be established including; focusing on a cost effective approach and at the same time having strict sustainability and environmental controls in place."
"20 Jul 2021,Italy signs MoU for the prevention and contrast of labor exploitation in agriculture and illegal hiring.,Italy,Ethics,Agriculture & Forestry,
                                                    Ministry of Agricultural, Food and Forestry Policies
                                                ,",https://www.globaldata.com/esg/regulatorysummary/italy-signs-mou-for-the-prevention-and-contrast-of-labor-exploitation-in-agriculture-and-illegal-hiring,Italy signs MoU for the prevention and contrast of labor exploitation in agriculture and illegal hiring.,"Thursday, 11 November 2021","Ministry of Agricultural, Food and Forestry Policies, Italy signed MoU with Ministry of Labour and Social Policies and Ministry of Interior for the prevention and contrast of labor exploitation in agriculture and illegal hiring.The memorandum developed collaboratively by the Administrations concerned, aims to promote rapid progress in the implementation of the measures outlined in the ""Three-Year Plan to Combat Labor Exploitation in Agriculture"" (2020-2022)"
"13 Jul 2021,Spain approved agreement to protect the auriculate naiad, the most endangered mollusk in the country,Spain,Endangered Species Protection,Agriculture & Forestry,
                                                    Ministry of Ecological Transition and Demographic Challenge, Spain
                                                ,",https://www.globaldata.com/esg/regulatorysummary/spain-approved-agreement-to-protect-he-auriculate-naiad-the-most-endangered-mollusk-in-the-country,"Spain approved agreement to protect the auriculate naiad, the most endangered mollusk in the country","Monday, 03 January 2022","The Council of Ministers approved an agreement for the protection of the auriculate naiad ( Margaritifera auricularia ).The Ministry, the Autonomous Organization of the Ebro Hydrographic Confederation, the Foral Community of Navarra, and the Autonomous Community of Aragon signed this agreement to safeguard this mollusk, which is Spain's most endangered.It is listed in the Spanish Catalog of Threatened Species as ""in danger of extinction"" and has been classified ""in critical situation,"" making works and projects aimed at its recovery of general interest."
"28 Jun 2021,Public consultation on the pollinator plan launched by France,France,Endangered Species Protection,Agriculture & Forestry,
                                                    
                                                ,",https://www.globaldata.com/esg/regulatorysummary/public-consultation-on-the-pollinator-plan-launched-by-france,Public consultation on the pollinator plan launched by France,"Monday, 18 October 2021","Ministry of Agriculture and Food, and  Ministry of Ecological Transition, in charge of Biodiversity, announced today the launch of the national public consultation in favor of pollinating insects (domestic and wild bees, bumblebees, butterflies, flies, etc.) and pollination in France.Various factors influence their survival and development of bees and considering the situation and the urgency to act, the Government has decided to accelerate the implementation of ambitious actions to fight against the decline of pollinating insects."
"23 Jun 2021,Spain approved royal decree with measures to promote renewable energies and favor economic reactivation,Spain,Environment; Climate Change; Renewable Energy; Natural Resources,Power Generation,
                                                    Ministry of Ecological Transition and Demographic Challenge, Spain
                                                ,",https://www.globaldata.com/esg/regulatorysummary/spain-approved-royal-decree-with-measures-to-promote-renewable-energies-and-favor-economic-reactivation,Spain approved royal decree with measures to promote renewable energies and favor economic reactivation,"Thursday, 06 January 2022","In accordance with the European Green Pact, the Council of Ministers issued a Royal Decree-law to support an orderly and speedy energy transition to a 100 percent renewable electricity grid and to favour economic reactivation. The standard, among other things, removes impediments to the widespread deployment of renewable energy sources, establishes new business models, and encourages energy efficiency.This establishes a stable framework that will allow Spain to realise its potential in terms of job creation and economic activity, which is related to a clean, fair, reliable, and reliable energy transition. competitive on the economic front."
"18 Jun 2021,Guidelines on Korean Strawberry Export to Philippines,South Korea,Biodiversity,Agriculture & Forestry,
                                                    Ministry of Agriculture, Food and Rural Affairs
                                                ,",https://www.globaldata.com/esg/regulatorysummary/guidelines-on-korean-strawberry-export-to-philippines,Guidelines on Korean Strawberry Export to Philippines,"Friday, 22 October 2021","The Animal and Plant Quarantine Agency finalized its negotiation on quarantine requirements for Korean strawberry export to the Philippines, and enacted the Quarantine Guidelines for Export of Fresh Korean Strawberries to the Philippines.Quarantine requirements include registering the export complex with the agency, implementing Good Agricultural Practices (GAP) in farms, checking growing areas (trap monitoring) by plant quarantine officers and export quarantine."
"4 Jun 2021,Regulatory Revisions to Endangered Species Act proposed by U.S. Fish and Wildlife Service and NOAA Fisheries,United States,Biodiversity,Agriculture & Forestry,
                                                    U.S. Fish and Wildlife Service
                                                ,",https://www.globaldata.com/esg/regulatorysummary/regulatory-revisions-to-endangered-species-act-proposed-by-us-fish-and-wildlife-service-and-noaa-fisheries,Regulatory Revisions to Endangered Species Act proposed by U.S. Fish and Wildlife Service and NOAA Fisheries,"Wednesday, 20 October 2021","The US Fish and Wildlife Service and the National Marine Fisheries Service (collectively the ""Services"") have released a plan to improve and strengthen Endangered Species Act implementation (ESA). The proposed actions are in response to Executive Order 13990, which directs all federal agencies to review and address agency actions taken in the previous four years that conflict with Biden-Harris administration objectives, such as addressing climate change. In the coming months, the Services will begin rulemaking to revise, rescind, or reinstate five ESA regulations finalised by the previous administration."
"1 Jun 2021,Decree regulating the basic procedure for the energy certification of buildings approved in Spain,Spain,Sustainable Construction; Climate Change; Environment,Construction,
                                                    Ministry of Ecological Transition and Demographic Challenge, Spain
                                                ,",https://www.globaldata.com/esg/regulatorysummary/decree-regulating-the-basic-procedure-for-the-energy-certification-of-buildings-approved-in-spain,Decree regulating the basic procedure for the energy certification of buildings approved in Spain,"Monday, 03 January 2022","The Council of Ministers  approved the Royal Decree that establishes the basic procedure for the certification of the energy efficiency of buildings.This legislative amendment brings the technical and administrative circumstances of the building energy certification process up to date, and it responds to the adaptation of Spanish rules to the new demands and obstacles that have arisen in the pursuit of the decarbonization goal by 2050.It governs the methodology and technical definitions for computing energy ratings, as well as the documentation needed to complete building energy certification. It also establishes the minimum content of the Energy Efficiency Certificate as well as the requirements for obtaining the building energy efficiency label."
"1 Jun 2021,Spain approved draft law on sustainable fishing and fisheries research,Spain,Environment; Biodiversity; Sustainable Fishery; Marine Biodiversity,Agriculture & Forestry,
                                                    Ministry of Agriculture , Fisheries and Rural Development
                                                ,",https://www.globaldata.com/esg/regulatorysummary/spain-approved-draft-law-on-sustainable-fishing-and-fisheries-research,Spain approved draft law on sustainable fishing and fisheries research,"Wednesday, 05 January 2022","The Council of Ministers approved a draft law on sustainable fishing and fisheries research to help conserve fisheries resources, value the socioeconomic function of fishing in the territory, and strengthen the link between science and fisheries policy.The  law is part of the Ministry of Agriculture, Fisheries and Food's legislative package to reorganise and improve fishing, as it is an economic activity that ensures food security and plays an important role in the structuring of coastal communities while having a minimal carbon footprint."
"26 May 2021,Commonwealth Biosecurity 2030,Australia,Biodiversity,Agriculture & Forestry,
                                                    Australian Department Of Agriculture Fisheries & Forestry
                                                ,",https://www.globaldata.com/esg/regulatorysummary/commonwealth-biosecurity-2030,Commonwealth Biosecurity 2030,"Tuesday, 19 October 2021","Australia published Commonwealth Biosecurity 2030 outlining the Australian Government's roadmap for constructing a stronger, smarter biosecurity system through 2030.It will concentrate on the development of future systems in order to keep Australia at the forefront of best-practice biosecurity. This will be accomplished through a focus on better governance and regulation, improved use of available technology, supporting people's capability, and long-term, effective funding."
"19 May 2021,ARENA expands mandate to support the next generation of clean energy technologies,Australia,Carbon Emissions; Hydrogen,,
                                                    Australian Renewable Energy Agency
                                                ,",https://www.globaldata.com/esg/regulatorysummary/arena-expands-mandate-to-support-the-next-generation-of-clean-energy-technologies,ARENA expands mandate to support the next generation of clean energy technologies,"Tuesday, 19 October 2021","The Australian Government has amended the legislation governing the Australian Renewable Energy Agency (ARENA) to enable the Agency to support the next generation of energy technologies. ARENA will continue to support Australian innovation and research and development in renewable energy, as well as low, zero, and negative-emission technologies. The expanded mandate will enable ARENA to support technologies listed in the Low Emissions Technology Statement (LETS), such as hydrogen, energy storage to supplement renewable energy, low-emission aluminium and steel production, carbon capture, and soil carbon."
"12 May 2021,Germany revised Climate Change Act to become Climate neutral by 2045,Italy,Climate Change,Consumer; Aerospace and Defence; Travel and Tourism; Agriculture & Forestry; Government and Non-Profit Organisations; Chemicals; Transportation; Infrastructure and Logistics; Packaging; Industrial Goods & Machinery; Mining; Technology; Media and Telecom; Automotive; Business and Consumer Services; Financial Services; Healthcare; Sport; Construction,
                                                    Ministry of Environment, Nature Conservation and Nuclear Safety, Germany
                                                ,",https://www.globaldata.com/esg/regulatorysummary/germany-revised-climate-change-act-to-become-climate-neutral-by-2045,Germany revised Climate Change Act to become Climate neutral by 2045,"Thursday, 18 November 2021","Germany amended the Climate Change Act and is  to become climate neutral by 2045 and has outlined a path to achieve this with binding targets for the 2020s and 2030s.Until previously, Germany's government had set a goal of achieving climate neutrality by 2050. The interim target for 2030 has been raised to a 65 percent decrease in greenhouse gas emissions compared to 1990. For the year 2040, a new intermediate reduction target of 88 percent has been set.The Act also envisages concrete reduction targets for each year for the period from 2030 to 2040."
"8 May 2021,Italy published decree defining reforestation and forestation criteria in urban areas,Italy,Sustainable Forestry; Environment,Agriculture & Forestry,
                                                    Ministry of Agricultural, Food and Forestry Policies
                                                ,",https://www.globaldata.com/esg/regulatorysummary/italy-published-decree-defining-reforestation-and-forestation-criteria-in-urban-areas,Italy published decree defining reforestation and forestation criteria in urban areas,"Thursday, 11 November 2021","Ministry of Agricultural, Food and Forestry Policies, Italy issued the decree dividing   Italian territory into regions of origin of forest propagation material. The decree ensures that eforestation and forestation in urban and peri-urban areas by private individuals who voluntarily initiate tree planting activities, financed with funds from the PNRR's Climate Decree, are carried out in accordance with national forest biodiversity and with the best engraftment guarantees."
"29 Apr 2021,The Renewable Energy Sources Act passed by Germany with approval from European Commission,Germany,Environment; Climate Change; Renewable Energy; Natural Resources,Power Generation,
                                                    The Federal Ministry for Economic Affairs and Energy 
                                                ,",https://www.globaldata.com/esg/regulatorysummary/the-renewable-energy-sources-act-passed-by-germany-with-approval-from-european-commission,The Renewable Energy Sources Act passed by Germany with approval from European Commission,"Wednesday, 01 December 2021","The modified Renewable Energy Sources Act (2021 EEG), which establishes the framework for the increase of renewable energy capacity in Germany, received European Commission approval under state-aid regulations.This ensures legal stability for much-needed future investments in energy supplies.Some elements, like as the clause exempting green hydrogen from the EEG surcharge, will need to be implemented first by an Ordinance and these will be assesssed separately."
"27 Apr 2021,Rule to increase minimum wage for workers on federal contact announced by U.S Department of Labor,United States,Human Rights,Consumer; Aerospace and Defence; Travel and Tourism; Transportation; Infrastructure and Logistics; Agriculture & Forestry; Government and Non-Profit Organisations; Chemicals; Packaging; Industrial Goods & Machinery; Mining; Technology; Media and Telecom; Automotive; Business and Consumer Services; Financial Services; Healthcare; Sport; Construction,
                                                    U.S. Department of Labor
                                                ,",https://www.globaldata.com/esg/regulatorysummary/rule-to-increase-minimum-wage-for-workers-on-federal-contact-announced-by-us-department-of-labor,Rule to increase minimum wage for workers on federal contact announced by U.S Department of Labor,"Wednesday, 24 November 2021","The United States Department of Labor today issued a final rule implementing Executive Order 14026, which raises the hourly minimum wage for federal contract employees.  The rule ncreases the minimum wage for workers working on or in conjunction with covered federal contracts to $15 per hour and continues to adjust the federal contract minimum wage to inflation in future years."
"26 Apr 2021,Protection granted to Yangtze Sturgeon under Endangered Species Act Protection,United States,Marine Biodiversity,Agriculture & Forestry,
                                                    U.S. Fish and Wildlife Service
                                                ,",https://www.globaldata.com/esg/regulatorysummary/protection-granted-to-yangtze-sturgeon-under-endangered-species-act-protection,Protection granted to Yangtze Sturgeon under Endangered Species Act Protection,"Wednesday, 20 October 2021","The United States Fish and Wildlife Service has determined that the Yangtze sturgeon, a freshwater fish found in China's upper and middle Yangtze River systems, is endangered and should be listed as such under the Endangered Species Act (ESA). Despite local and national authorities' conservation efforts, such as fishing bans and restocking, the species continues to decline across its range. Natural sturgeon reproduction has not been documented in the wild since 2008, and captive-bred reintroduced sturgeon are unlikely to survive in the wild."
